"LogNum,mlatAlpha,mlatBravo,mlatC,mlatDelta"
"1,0.5146318448460256,0.7269368025034834,0.5146318448460256,0.45866611451252054"
"2,0.5774264270887056,0.8156365075201701,0.5146318448460256,0.45866611451252054"
"3,0.5774264270887056,0.915159213440033,0.5774264270887056,0.5774264270887056"
"4,0.4087866048494439,2.298776010910999,0.6478831071951748,1.1521171896372198"
"5,0.4087866048494439,2.298776010910999,0.6478831071951748,1.1521171896372198"
